doc_num,"entreprise,service,permettre,mettre,projet","trimestre,million,consolide,dh,milliard","prix,alimentaire,produit,hausse,production","certification,transitaire,cargo,compagnie,aerien","berd,banque,developpement,climatique,europeenn","mmdh,recette,mars,flux,office","erum,textile,cintre,mezzour,industriel","circulaire,dechet,eau,conseil,menager","dh,milliard,fin,credit,bancaire","destination,compagnie,tourisme,vol,voyage"
47,0.08160420103030498,0.010187982839707361,0.0,0.10081040389125943,0.0,0.007405041746265654,0.003130160342599218,0.0,0.0,0.0
48,0.0940939963854603,0.0,0.0,0.0,0.02432274867711025,0.006747333833099379,0.04127094511086366,0.0,0.0,0.026976799030899612
49,0.10910112763429128,0.0,0.0,0.009884754320879702,0.0,0.029268087182244912,0.022816126051535823,0.0,0.04645048337343729,0.0005196523081200996
50,0.07724681562251609,0.04604231577506613,0.0,0.0038884508832186114,0.0,0.0,0.0,0.03733417860097051,0.0,0.0
51,0.03615928435873616,0.031326183194000747,0.05233586835587294,0.01844126949129453,0.05029558101867556,0.013271795349639378,0.1222366790235365,0.014939048819872515,0.0072402541524541125,0.014649209431826453
52,0.0,0.0,0.23661215796098584,0.0,0.1774116268369908,0.0,0.0,0.0,0.0,0.0
53,0.061490101839956235,0.0,0.025088288311250175,0.019449810290971436,0.10188896519042319,0.0,0.07295674913224652,0.010415523364616399,0.0,0.04438305156352012
54,0.042980887011741006,0.034090496926085616,0.025567187682906327,0.0,0.029213350182995278,0.03957249028664609,0.0,0.0031153245390466862,0.0,0.00810771819953539
55,0.11794086469308834,0.0,0.0,0.04410198669066609,0.046629537290656296,0.0,0.014957784670879399,0.0,0.0,0.01565196401857034
56,0.0149835290415813,0.007986682005857062,0.0,0.0,0.3759671636165119,0.011616065676608365,0.02804194838269957,0.0,0.03467728485238025,8.544276132612481e-05
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553163427499922
58,0.021010071549715924,0.0,0.0,0.018151713044330768,0.34412377133109917,0.0,0.012833200031787624,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7568781237420646
60,0.0,0.0,0.1971549334183204,0.0,0.18470788889786766,0.0,0.0,0.0,0.0,0.0
61,0.009473699882115418,0.019582424333700044,0.0,0.0,0.3020577928784102,0.0,0.00010910736990407952,0.022861132215162946,0.03170529046515307,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.6602119350742364,0.0,0.0,0.0
63,0.04235316385491729,0.0,0.021863947210530272,0.0,0.12216350007430388,0.0,0.061339108764897475,0.0,0.0,0.041347530426915434
64,0.0,0.0,0.0,0.0,0.0,0.0,0.6565287395399358,0.0,0.0,0.0
65,0.07236447163130087,0.007547472791968324,0.0,0.032086233239619046,0.27847154381331574,0.0,0.019556464782588417,0.010657688896245247,0.004960192821216941,0.0
66,0.11131306964880908,0.0,0.0,0.014837377509316827,0.041109969491761274,0.0,0.0,0.0,0.0,0.0
67,0.12171242911063676,0.0,0.0,0.010161441117250236,0.0,0.0,0.0,0.0,0.035437582304648566,0.04983584892312013
68,0.0,0.0,0.0,0.024060488829918483,0.2386969215841041,0.0,0.0,0.0,0.027772736503922524,0.0
69,0.0,0.0,0.0,0.0,0.3477589752175626,0.0017376789067760925,0.0,0.010950738249493558,0.0,0.0
70,0.08365909098478591,0.0055468298803504545,0.033685919992684034,0.0,0.0,0.0,0.06363190707182366,0.005285471490225162,0.0017571905092946623,0.07196333209352859
71,0.025530078722071158,0.1583940980477111,0.0,0.0,0.0,0.05041796996630619,0.0,0.0,0.01626517866002357,0.0
72,0.028800064983616133,0.0,0.0014142573081466923,0.001525426898492804,0.014236817813850937,0.014497791293567819,0.05038393324855257,0.005534849738659515,0.0,0.10796761299634733
73,0.023480508529027156,0.030057579169297,0.0,0.011731285306155888,0.04281796982885259,0.003859921313720199,0.29566758793383574,0.0,0.0,0.0016559132586360793
74,0.12522064845967343,0.0,0.0,0.005317251426631782,0.0,0.0,0.0,0.02482133162438589,0.01909527191954469,0.02589176680850033
75,0.05154592607923941,0.06161710368281164,0.0063757034557120245,0.010685730194171052,0.02417672070826889,0.010471057734663626,0.01592393664744059,0.0,0.047709337100499086,0.01449081893861601
76,0.08898228808796929,0.0,0.02445400609483384,0.005736989467250121,0.023445460410328904,0.0,0.0,0.006167662972231094,0.02371089126875737,0.02825004079510525
77,0.0328569940886082,0.001342816139217636,0.0,0.0,0.2667874728009411,0.0,0.047655157871790754,0.0,0.006359590259544016,0.021188033388939122
78,0.04326374019181651,0.0,0.0,0.0,0.0722241361880561,0.02174238289741371,0.006883000973337373,0.0,0.0,0.07708426037085603
79,0.0580111544059618,0.0,0.07636488283032664,0.0,0.023796724232374233,0.0,0.01625169741721888,0.07271385474992716,0.01022680147648956,0.0
80,0.002086972037804377,0.0,0.0072031800644418555,0.0,0.0,0.22715273262033653,0.0,0.009423487600713577,0.14841038975505938,0.0
81,0.008861935070149747,0.0,0.0,0.0,0.043539641398726264,0.0,0.016249017746636018,0.0314584564815832,0.0,0.024361945557984887
82,0.025984322479708995,0.0,0.19083949773433198,0.007681439347946295,0.0,0.01414872341635543,0.002855680503106471,0.011605728089963723,0.0,0.05937955279095213
83,0.04584447544359272,0.01391085648688949,0.0012496568000676844,0.0006211721106441803,0.00197190117830456,0.0,0.009119344000765138,0.035420555257499674,0.004227187680531904,0.017807419484335313
84,0.062085116326177275,0.0,0.0491414615274751,0.0,0.014514270362421304,0.0,0.006930888978383186,0.030427887055614226,0.0,0.0
85,0.13805127925393243,0.0,0.0,0.0,0.05002865729271274,0.0216573164555475,0.03744327973207817,0.08015297970895056,0.0,0.0
86,0.10650868553801615,0.0,0.0732547825956932,0.0,0.03159423759245083,0.09476184855817993,0.0989792775701708,0.009632334651140767,0.011887543559291839,0.0
87,0.08919257688938996,0.0,0.0,0.0,0.11024137113098854,0.0,0.026961078586939965,0.0956629284142033,0.0,0.04339028141823069
88,0.05227579061248058,0.0,0.0,0.019053634345450057,0.0,0.0,0.03413069726562212,0.0,0.0,0.0
89,0.01104395388417903,0.20322097918847426,0.11708121170159846,0.0004640148944196829,0.0,0.0,0.0,0.004666882846158446,0.05902674797035146,0.003915118955882394
90,0.03305770694723831,0.050660158933591326,0.18866667156743427,0.0,0.0,0.01287780094830232,0.0,0.0,0.08409798311876213,0.0
91,0.004728885537190438,0.0,0.0,0.0,0.39218312486294565,0.0,0.004454669126254013,0.003512534461231935,0.0,0.0
92,0.030223648611359937,0.0035197769982916313,0.00036852902170253965,0.0,0.09037481660755954,0.0054385764406210905,0.04465430124224283,0.0,0.0,0.02718335252085616
93,0.006595752748224848,0.019829297763901483,0.07352922187228358,0.0,0.0,0.09791792707137731,0.0,0.0,0.03137766770398322,0.2575273525789048
94,0.0,0.09541169099920074,0.03859576793744523,0.06966896024076992,0.0,0.16742939424876144,0.001731734857519079,0.007430850542317681,0.0,0.1254621434377209
95,0.0,0.0,0.0,0.007156602727015038,0.0,0.003060506238553313,0.0,0.0,0.0,0.402240601172171
96,0.05526704781962236,0.0,0.056630478560406775,0.005982625364733156,0.0,0.0,0.018046942797927096,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0034757999960854254,0.009858374176207819,0.0,0.0,0.0,0.39495619160639706,0.01197377159449791
98,0.0,0.0,0.06271368986084201,0.0,0.1990150023722698,0.1537365903381907,0.0,0.0,0.0,0.010464932886833027
99,0.0,0.0,0.07009504156165544,0.0034832873950404867,0.2052542074445426,0.1521546555090145,0.0,0.0,0.0,0.0
100,0.0,0.0,0.021695965372989456,0.0,0.0,0.0,0.0,0.0025602601935294017,0.34119306144218464,0.0
101,0.07068408996067897,0.0,0.0,0.0,0.08135607942428173,0.0,0.16402995145006302,0.07318320449287226,0.0,0.0076112689508586896
102,0.010346908450031195,0.1265007927164363,0.0006062592231274369,0.0,0.0,0.0,0.0009676626762637605,0.002198887888226239,0.16955931772080543,0.0
103,0.0,0.23032899206142401,0.18289421034620845,0.0015754293325936253,0.019837537704967007,0.07039665856744236,0.0,0.0,0.0,0.0
104,0.07329380156099419,0.0,0.0,0.0,0.0,0.0,0.0,0.06760637691693552,0.029997647307958182,0.0
105,0.09470877070467665,0.01942880304473087,0.0,0.0,0.0807020387884583,0.010010671323113876,0.04694593752066723,0.0,0.021533763996574255,0.01476462451291975
106,0.0,0.0,0.28049664475382047,0.0,0.0,0.020664234773600448,0.006911075182143454,0.061051200253747204,0.0,0.0
107,0.0,0.0,0.001439888987401922,0.0,0.03395927447175068,0.008608766228326218,0.053285694862251716,0.00403125977232128,0.006588767902570635,0.04461772770853896
108,0.031054091145191243,0.0,0.32718322110605247,0.0,0.0,0.0,0.05175302277705625,0.06691645820954846,0.0,0.010152028158366242
109,0.0,0.0,0.0796160305393263,0.0,0.0,0.017646459598417777,0.0,0.0,0.196982011939594,0.006481179205892957
110,0.0059806845048523795,0.0,0.20566584260358747,0.0,0.0,0.0,0.042172575316657676,0.07129568972600567,0.0,0.0
111,0.0,0.0,0.24746179951216243,0.049726538612969995,0.018230070099004778,0.0,0.030167055154204717,0.004548886152993095,0.0,0.0
112,0.021863267655284256,0.0,0.14526306624169874,0.0042238841220058635,0.002590148047018568,0.002625094111539563,0.04950255074790179,0.0,0.016592707138994252,0.015916346937566814
113,0.11847914419756962,0.0954200837658975,0.0024022424169058264,0.0,0.0,0.10386812902915454,0.0015143218793602245,0.0,0.019354437594366815,0.0
114,0.05852540216903725,0.02232862629982919,0.0,0.0,0.0008937935205622407,0.01668835421574597,0.0,0.0,0.0,0.06914342772533213
115,0.1653268151025829,0.007106786343648066,0.09879594584738638,0.0,0.04205581554528992,0.004250952155523666,0.025670933182900976,0.0067988009817461295,0.01660936083995824,0.0
116,0.1197592374425837,0.0374497670534039,0.0,0.0,0.03260324876164328,0.0,0.008621151686876907,0.0,0.0,0.034560570389691944
117,0.022251956280296522,0.01308830354259571,0.016496619935470035,0.0,0.0035981477725831987,0.002476675888130164,0.012589596917831281,0.013972618115967606,0.000666212137404553,0.41607747338776513
118,0.015559373228197568,0.013748288453840442,0.2202583045391077,0.01660047437931594,0.0160981400517867,0.0008254945459508253,0.0,0.0,0.016433303996707272,0.0
119,0.02377992734438778,0.26444038418252197,0.0,0.008600861267283632,0.01876489667683871,0.0,0.0,0.007178940743207018,0.0054781990153709315,0.0
120,0.04944133164888481,0.0026376205776631793,0.0,0.0,0.0,0.0,0.007908534534657754,0.009166101047588943,0.0,0.04229691743192188
121,0.04952031009935464,0.03300998296798697,0.0,0.0,0.03971180767684613,0.0,0.10462693789993935,0.0,0.006155188564180683,0.037231919346910704
122,0.15647640476439642,0.0,0.0,0.008269210366379046,0.013686820899828806,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.3000338178263144,0.0,0.03457472791212191,0.0,0.0,0.0,0.0,0.0
124,0.14145801330939134,0.00245801920373208,0.0,0.0,0.0,0.01829564490375443,0.0,0.006630148670791822,0.029986999669748406,0.0
125,0.0,0.18861318039642064,0.0,0.0,0.035181229844728254,0.05222474156115579,0.006075465419242627,0.0015310091479492209,0.10261882340915007,0.0
126,0.0,0.0,0.08294304815990809,0.0,0.0,0.0,0.0,0.0,0.2248798675617737,0.005945464483603986
127,0.10308588585833417,0.041827897993268595,0.0,0.0,0.01117474480794436,0.009779703922939665,0.01654626709106369,0.0,0.0,0.0
128,0.09871122814105848,0.0,0.0,0.09406116708918118,0.0,0.012539341229024448,0.0,0.0006477171567355815,0.0023111722090467125,0.0
129,0.08847778332077914,0.001821697861088223,0.0,0.022761539111575337,0.0,0.0,0.0,0.0,0.0,0.0661593871287943
130,0.0,0.0,0.005489767686106824,0.0,0.02833718070222175,0.0,0.0016584390091708215,0.002974344859184595,0.0,0.3857237677750265
131,0.033061053167033685,0.0,0.06989437070848582,0.00013879585717211946,0.07083266713331138,0.0,0.037987393844242795,0.004713139034254098,0.0,0.027591489043194743
132,0.0028294899381503193,0.0014768690301933288,0.03314048435368447,0.0,0.30305247747151454,0.0050994604373095125,0.03392099144968475,0.06940793750384087,0.0,0.0
133,0.0,0.0,0.2896494842431074,0.0,0.0,0.039085045418665997,0.0,0.0,0.05181416655908737,0.0
134,0.09577107234606416,0.02836162448738957,0.12735225742008824,0.0,0.0,0.0,0.024187204977690877,0.0,0.05872921911624928,0.0049966584707579935
135,0.08191257931791399,0.0026778063660013642,0.025598203871106475,0.0,0.050322544208098625,0.0,0.02128229100059968,0.0,0.012858745232264634,0.029786233355266194
136,0.0670988206029442,0.0,0.03416124371145693,0.011414270876388077,0.0,0.0,0.08867790071619755,0.006388097007854968,0.0,0.006427411534965516
137,0.10299425925893071,0.0033473873518286732,0.0,0.03280465914705993,0.0,0.0006017899581227405,0.0,0.013382756116829186,0.0,0.0612007956620808
138,0.0,0.0,0.2890845202994763,0.0,0.0,0.06833237194879224,0.0,0.0008614522804885769,0.006285930007136787,0.0
139,0.1544724977768146,0.05298409708521709,0.00959179584206595,0.0,0.0,0.05533973227844999,0.012529271947679312,7.632180014195886e-05,0.07649860657751288,0.0
140,0.1321943293105924,0.009346711312776758,0.0,0.0,0.04913449564829208,0.06678726924452913,0.03559017008939056,0.0,0.04206079189730466,0.0
141,0.007012536663107715,0.00437064166837094,0.02996154021606722,0.0004290246288548842,0.02562561148156404,0.0,0.08167467562022493,0.007593590413104266,0.0,0.0209781485344004
142,0.07515096280450978,0.0,0.023968231630427682,0.0,0.0,0.0,0.0,0.010209302270888194,0.02096640902074234,0.0057615049180807084
143,0.058690974681153085,0.024191805628204277,0.11881014857173408,0.0,0.10373997924668833,0.04998477934967529,0.09464892154553978,0.0,0.015321778553855088,0.053817441465386986
144,0.06105536242415119,0.006692378611520845,0.0,0.0,0.0042163971061857765,0.0,0.053088987077093634,0.006370902884869274,0.0,0.012084874285176286
145,0.02713223051482459,0.0,0.041341687377378006,0.0,0.0,0.040583898955767,0.22645142058556214,0.0019412120591090095,0.008796056861823035,0.0330228761707811
146,0.13416144953553727,0.0,0.0,0.0,0.03354924215188083,0.0,0.0012760795206449974,0.0,0.016038475305617254,0.022005957251458555
147,0.0,0.37245224862627563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.05059316336855993,0.0,0.0,0.0,0.024102086054821874,0.04603436142460487,0.33158452620437834,0.003891821818128941,0.002135360169959013,0.0
149,0.07287042045897263,0.04331824320956799,0.18477183305399053,0.0,0.0,0.016725702864500296,0.02508749019095059,0.009914378933060389,0.025141127356037074,0.006566392947268088
150,0.0532136110561921,0.0014833605397832346,0.014168520647771092,0.0,0.0,0.009563660725628084,0.0,0.0013635667731685345,0.004211290891585773,0.15368004461946733
151,0.04581684081291639,0.0,0.1250193922042641,0.0,0.0,0.0,0.0,0.049217632665054294,0.0,0.029368338042854922
152,0.15543502531903874,0.0,0.0523894598200828,0.016068711623098725,0.001967637677282451,0.001921715220282953,0.01318665907881759,0.05798134854996104,0.0,0.024134239882123158
153,0.06367391862368423,0.013343102145007835,0.0,0.02856807385097301,0.004006205278036329,0.0,0.0037687127452510527,0.0007772687348876564,0.0,0.033246548195803576
154,0.031943447622356444,0.0,0.17165017329530716,0.0,0.036806891852940456,0.0004884014573156934,0.0,0.0008492113403941917,0.07734457359546261,0.0
155,0.05664196751542825,0.0,0.07585248345232033,0.0024565091172128826,0.0,0.008743294760780387,0.0,0.004969275622473903,0.059153279285959315,0.0
156,0.04733610936434945,0.014756379356420756,0.0,0.031019443025093803,0.013116132211124003,0.01031669163012016,0.03249255144621489,0.006532436076459623,0.04872488863995532,0.04454281417101484
157,0.0,0.3413778033539794,0.0,0.004368932043250695,0.0,0.052583661728611904,0.0,0.0,0.0,0.011398657739207113
158,0.07293091509947475,0.005612525490059615,0.0,0.0011870807721330928,0.1128079219940338,0.0,0.026039199022259353,0.04026346701427768,0.0,0.0
159,0.025896184636369432,0.015065871209249399,0.030995347142966853,0.010781058544209958,0.004637547521829608,0.0,0.009750893229698543,0.046035974833198746,0.0,0.02248976999796407
160,0.06749531128386807,0.014908466919530855,0.020657168429239484,0.015428755503079362,0.04161342052278516,0.004750654929391687,0.21578539176660094,0.0,0.0,0.052057199528657366
161,0.0,0.0,0.02852349285447468,0.0,0.04094396890104561,0.00292019342696419,0.0,0.0,0.0,0.13752194404940235
162,0.12699576347025526,0.0,0.0,0.0038841231140246788,0.0,0.0,0.0,0.006503637119738479,0.08373872584777992,0.009718672462691253
163,0.0,0.0,0.013022082009191126,0.06492099914040063,0.2414200262826124,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.25193086640153695,0.0,0.01991145433050504,0.16901631930999522,0.0
165,0.007835047960789205,0.0222828621428066,0.0,0.0,0.010444249413184963,0.0,0.3329565646603128,0.03568897357458481,0.028389939464570222,0.008068502433877219
166,0.0,0.0,0.009603505373785562,0.0,0.32972508694737174,0.0,0.0,0.014770701769214349,0.0,0.0
167,0.0,0.0,0.0,0.0,0.36084633483670314,0.0,0.010819846760770272,0.021257039826038895,0.0,0.0
168,0.0,0.0,0.02063113341396539,0.06398735399644685,0.2775406824236495,0.0,0.0,0.0,0.0,0.0
169,0.0,0.008655723142966653,0.14837562227335038,0.0,0.16839994517849025,0.022309845722733056,0.0,0.0,0.0,0.0
170,0.0,0.020932542634077036,0.16870210443272743,0.0,0.0,0.14833793430117134,0.0,0.010373847960083032,0.07447750514027172,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840038225666049,0.0,0.0
172,0.06562073808537351,0.015032368160392372,0.03613075575334765,0.0,0.0,0.06864186504955441,0.0,0.020345802030513567,0.02386103932787816,0.0
173,0.07572141511840398,0.0699244254335025,0.10686021313437376,0.0,0.0,0.0,0.0,0.0,0.018336258373560566,0.028993937868304332
174,0.0462317639224993,0.0,0.008548040362806826,0.006242276015714904,0.007881124990108778,0.0,0.2897117962464792,0.01280566078118716,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840038225666049,0.0,0.0
176,0.0,0.009507370965770923,0.05470333663989803,0.0,0.014184717560764745,0.19834604847810614,0.0,0.0,0.0022188542662845982,0.1746160773696222
177,0.045766646611858135,0.0,0.003226231276578963,0.0070786258128942075,0.019097108868175262,0.0,0.014061533653851885,0.0,0.0,0.17882041864330644
178,0.009749642956429005,0.0,0.1398573429840194,0.007643517221871266,0.0,0.009256479629177774,0.0227644001537452,0.0,0.0,0.008197664791742072
179,0.054716891700546645,0.0,0.1534672088883274,0.026422093745458085,0.0,0.003995684523103343,0.0,0.006378495953223633,0.003965699259912736,0.02094110373803039
180,0.13985819588192394,0.0837120292441168,0.0,0.012295890309571648,0.050730691610404735,0.0,0.005322454140847502,0.0,0.03917576568821882,0.0
181,0.05747403657937372,0.0997826653670518,0.011992256659286814,0.0,0.056646848425509023,0.0,0.0,0.0,0.0,0.0
182,0.0032513723789997263,0.0,0.010161970940821536,0.0,0.041362916998960386,0.004869605543011316,0.0,0.3898910709407876,0.0004794716750992208,0.0
183,0.14128335867837194,0.015786142238836953,0.0,0.0,0.006629407602844773,0.0,0.0012928203402719082,0.0,0.013577125385621615,0.0
184,0.0,0.06591744551479087,0.26359108003212867,0.0,0.0,0.11470625354656182,0.0,0.018042760463030525,0.0,0.0
185,0.004845469247419259,0.0,0.0,0.0011540500502930289,0.02509695759924713,0.09488952353372238,0.0,0.08074946153800001,0.0,0.024449155978092933
186,0.0,0.2897801438842203,0.014131503974777321,0.0,0.0,0.0,0.04626481371581139,0.0,0.0021860091771619848,0.0
187,0.09691612300509264,0.027584152510195654,0.0,0.004742926213145454,0.04091816296843488,0.01400932787017985,0.07630274923991633,0.0,0.0,0.032051526098301676
188,0.15108593123450242,0.0,0.0,0.0,0.0,0.0,0.0,0.012915400925515495,0.0,0.03856374551867705
189,0.1381960486993642,0.0,0.0,0.004960604816907754,0.026540320028118757,0.0,0.0,0.0,0.0,0.0
190,0.029628271953613533,0.0,0.0,0.0,0.13952144849699116,0.0,0.0,0.003991948571307663,0.04122538586716762,0.04767668645842883
191,0.02959440532944772,0.0,0.24710357406936462,0.017632087762822754,0.0,0.0,0.0,0.006525050714169715,6.417505120558753e-05,0.0
192,0.0778200976515946,0.0,0.17662714080573377,0.0,0.0,0.0,0.02952606153327809,0.023103593572504175,0.0,0.005597914672858917
193,0.22355284997078045,0.0,0.010458398085524108,0.0,0.0,0.0,0.0,0.013427836717193957,0.0,0.0
194,0.06915088467366289,0.0,0.08735253160679145,0.056778252588182726,0.0364365093137694,0.0,0.021099150009199565,0.029597064897136503,0.0,0.0
195,0.1380409408265555,0.0021533536747298876,0.0,0.0,0.0,0.0,0.001457119445835444,0.0,0.0,0.03209855192295164
196,0.038277020709295714,0.03579872547006607,0.06823527856901686,0.08454780696442055,0.06357219791530197,0.059944300632577115,0.05106209689632725,0.009479555371709412,0.03790623722168507,0.056755999212691505
