doc_num,"de,et,la,le,des","de,rapport,hausse,période,2022","pas,est,il,ne,pour","milliards,de,trimestre,crédits,fin","économie,banque,développement,de,la"
49,0.11954457454014905,0.11332272437586098,0.006631842653120293,0.0,0.014691650262403788
50,0.03503917564172007,0.006977548308700643,0.01446515775497665,0.07527089350678302,0.10947348738756645
51,0.11842366764006391,0.04264230348471575,0.08212391878434103,0.004096772478820804,0.0431825546928142
52,0.0001659252940450874,0.09124252827857153,0.12360524835374448,1.9492812145073214e-06,0.13104924915316604
53,0.06492376599924582,0.0,0.12030270099963032,0.0,0.12016639784363033
54,0.09173033671339519,0.11929604537643329,0.021178209277956377,0.0,0.01682862135794098
55,0.1436319091676937,0.0,0.030566265719116085,0.0,0.08327850972696305
56,0.036230103835611406,0.018031743626226296,0.03944297011486674,0.055636277667124284,0.27852086828989014
57,0.224142848183258,0.0,0.0,0.0,0.0
58,0.06293629146894739,0.0,0.0,0.0,0.31741359934061253
59,0.2270274104593331,0.0,0.0,0.0,0.0
60,0.004498852397174924,0.1044593911963274,0.0905605917444535,0.00813353383992813,0.1270491133992319
61,0.047235227678346224,0.03669162948661565,0.08317611934915388,0.002066309559983942,0.22781810181284778
62,0.25184874949116365,0.0,0.0,0.0,0.0
63,0.07347579376537837,0.0,0.1127155856366735,0.0,0.11246559379769769
64,0.2727759931840319,0.0,0.0,0.0,0.0
65,0.04655382529601818,0.0,0.0730477164463052,0.0,0.2983530495198508
66,0.18233725154279146,0.0,0.0,0.004094646172682816,0.05202207014051764
67,0.19193434730556921,0.0,0.0,0.03914148366613773,0.0
68,0.058432027689654505,0.0,0.0,0.09525513118433751,0.16624707877597542
69,0.022989101429840408,0.021158540844803037,0.0,0.0,0.3317192981890719
70,0.09339371540667497,0.009434064711380068,0.1279107624076059,0.0,0.0
71,0.019147420620127635,0.0843370304110791,0.011909759505726114,0.16603961428811778,0.0
72,0.12671089247902304,0.024477910567744142,0.020074540205828415,0.0,0.0
73,0.1873437061416771,0.0016766720892861808,0.008808281511212651,0.008142063812060408,0.045316290677596044
74,0.1599960274655551,0.0,0.0,0.04723475325108033,0.0
75,0.07642951344202512,0.05521097750315394,0.07888065794242087,0.05748861393953914,0.006876088681049318
76,0.023791922099042278,0.017423210616943557,0.191402560789357,0.02371150052489004,0.02242952826141616
77,0.06550867380019831,0.0,0.09092803376588428,0.0,0.174537005304598
78,0.0812574516711992,0.026534185441320433,0.0,0.0,0.1185246662047215
79,0.016520075315230563,0.004608365344116037,0.11503974991784048,0.018576663337689876,0.1394918138978361
80,0.0,0.28632475990013756,0.017889008772693994,0.010754085259658704,0.0
81,0.12445072693186375,0.03164322757000177,0.0,0.0,0.041275669752220676
82,0.003708191000358328,0.024930170103140765,0.24250215644963344,0.0,0.0
83,0.16236924618974874,0.020279255956515144,0.0,0.0,0.0
84,0.06421219720529169,0.019121433206533006,0.08020637019413783,0.0024675604532221123,0.041117151770991324
85,0.01437790391169039,0.0,0.09786481163718613,0.0,0.2530709616879621
86,0.032141324388148186,0.0650266165984651,0.16703313378978696,0.0,0.11626306059941202
87,0.04943987664378834,0.0,0.051434742309373414,0.0,0.24627218255202607
88,0.12148777224188202,0.0001250603578381818,0.026224232117438434,0.0,0.001931775507316851
89,0.009230055746773153,0.05482560941771004,0.08174104682097032,0.18492036844028212,0.007970197328476179
90,0.0,0.03443905761039268,0.24148833589653598,0.07797039646302709,0.0
91,0.0,0.0,0.06954540107529907,0.0017612829399237927,0.3472234676680437
92,0.09976028826736169,0.02955781164124923,0.03297076237926345,0.0,0.037842652358143714
93,0.013549902027459291,0.10362390164084442,0.1910637244726343,0.008117947268990282,0.0
94,0.07427194094456914,0.25051498739132455,0.0,0.029756549106329078,0.0
95,0.16201174864709808,0.025844836607878317,0.0,0.0,0.0
96,0.028364905615434914,0.0,0.1832906559058838,0.00781944678124578,0.0
97,0.0,0.042059932356747536,0.06890214419234059,0.25268298136571804,0.0
98,0.0,0.17937862697702658,0.0,0.0,0.20709016607961134
99,0.0,0.17748886746564124,0.0,0.0,0.2059001278264358
100,0.0,0.048779830917017535,0.06175854938987055,0.20578074100133578,0.0
101,0.06672523941836349,0.0,0.07380198412602335,0.0,0.22985222294936122
102,0.0,0.07511802894999406,0.06231185367905432,0.2045252128258002,0.0
103,0.004975712850773645,0.27128019718994345,0.02935101156714565,0.06213505976651921,0.025932295012956918
104,0.05011746187586626,0.0,0.0,0.08619451808660347,0.11650891465959685
105,0.08018771019905563,0.0013594121287546618,0.06861736217836241,0.04449541831811869,0.08144261830276903
106,0.0,0.027197221214202885,0.2760594641883099,0.0,0.0
107,0.10569312627203362,0.006797906143410363,0.0,0.010162422129446558,0.026789290881695897
108,0.0,0.0,0.3558314297266919,0.0,0.0
109,0.0053250614539285404,0.21586309586402827,0.03926357632314125,0.0,0.0
110,0.02872386749410478,0.001670550345093448,0.18791777457229286,0.0,0.0181683551472026
111,0.037168904364774075,0.013633130273682669,0.17937475988022955,0.0,0.030120009399454483
112,0.013539237540226894,0.058934194895336474,0.1982987786244854,0.0,0.0
113,0.007993296002371492,0.14248770969497662,0.1257789977307788,0.04658291793795405,0.019616194188212185
114,0.08446008994446477,0.0,0.03562819225740534,0.06854242831425927,0.014178173617985295
115,0.048194576663885186,0.0,0.21144657768277958,0.01126118110609539,0.09943753705639523
116,0.18140932054266323,0.0,0.01723115023299384,0.015057390032349767,0.03418402378317113
117,0.18477158251045214,0.026075808561093844,0.03885865648249693,0.0,0.0
118,0.0,0.052359972607946836,0.20962537384216492,0.046093565868178726,0.0
119,0.015216769991537354,0.0,0.0,0.32360049794451984,0.0
120,0.12274690916529649,0.0,0.03805402665684729,0.005926728046340395,0.0
121,0.15196362377196362,0.015518841747177676,0.03210786157791152,0.043256750240020465,0.005495865539553535
122,0.1480897540141177,0.003368327717882467,0.0449304413306644,0.0,0.0509346393258307
123,0.0,0.11897245163981571,0.12473645177839435,0.0,0.0665134039754333
124,0.05516814481058661,0.0,0.20429144514567724,0.016179267129456425,0.010709063988286699
125,0.0034454043247675635,0.1669281767782693,0.0,0.1743032242998198,0.028123790333081638
126,0.0,0.2190313456008099,0.07045500777351128,0.015560690010196405,0.0
127,0.09458155198929541,0.018411062147064505,0.0016720734545061751,0.07132797116000326,0.05591070945461473
128,0.1667511960281409,0.024088156631500757,0.0,0.0,0.0
129,0.12227153359865747,0.0,0.0605745820989227,0.003663565981358984,0.0
130,0.14991940113041144,0.0012692939072832838,0.05686441808598068,0.0,0.0
131,0.019548975314199975,0.0,0.20826252380507312,0.0,0.04848454874785639
132,0.0,0.00644927379611546,0.019102791738592292,0.0,0.3926182547552791
133,0.0,0.1649402821781835,0.17033625601966354,0.010482444898401918,0.0
134,0.0,0.016415828158517873,0.27346927294225476,0.03434246988287258,0.00422260451536958
135,0.12253372757674323,0.0,0.08736206193762322,0.017487763373061075,0.012975854058615347
136,0.0856160206117267,0.0,0.11094823183419598,0.0,0.03308963944213769
137,0.1726800545991849,0.0,0.03899958594457783,0.0015852109825482056,0.0
138,0.0,0.2462442321620046,0.08780088746504405,0.0,0.0019243914111414288
139,0.0,0.10333506293468914,0.20417436675009387,0.04318738588665571,0.04722283498102474
140,0.06878591590991055,0.0,0.03214727071325416,0.13050642475412993,0.14312847677836193
141,0.13113283158762074,0.003961075458730848,0.04988446818720136,0.00016094899137581584,0.0
142,0.015653076598559336,0.0,0.1874668857993992,0.008548144770181667,0.0
143,0.038807736003729894,0.06393847131216937,0.21078092989704905,0.003439838685249535,0.08672974130579254
144,0.16590620852241347,0.0,0.0,0.026698867223081808,0.0
145,0.08507041514434276,0.04167002612334676,0.13502552825796096,0.0,0.0024648400599680672
146,0.12645229270141845,0.0,0.023845882409498902,0.0408627971294413,0.08522517037682016
147,0.0,0.0,0.0,0.35299793936764373,0.0
148,0.12212950327775252,0.0192169764774316,0.0796208838009719,0.00013376178705442414,0.059001717795722414
149,0.010512199461286547,0.09241471130351464,0.2372987662633409,0.0029359797456772166,0.00277075917298542
150,0.07660747736576473,0.014168871109771998,0.11349235757211337,0.004837402428926118,0.0
151,0.04635678722057989,0.0,0.21852411758950482,0.0,0.0
152,0.05893546420417916,0.0,0.2036300771229185,0.0,0.05059435490363677
153,0.16172624322373458,0.0,0.0,0.0182896026970414,0.0
154,0.0,0.0,0.25474089105263986,0.03938475551412058,0.006397339468444286
155,0.0,0.0,0.2268498719558041,0.03637254747971602,0.002082276955587133
156,0.14586965713978328,0.025614658700225928,0.0013561955833491118,0.009063405532798849,0.007248730384414373
157,0.0,0.26912942472434404,0.0,0.14354226883130636,0.0
158,0.08914051600538407,0.0,0.0,0.0041114252409506545,0.22600579372628937
159,0.1332439152821505,0.04784870992160797,0.0,0.0,0.0014365869360903599
160,0.19873317085858774,0.0,0.06729831337886591,0.0,0.014559522969872611
161,0.057916207346587416,0.06872997077131986,0.02966016069887969,0.0,0.05294912902226611
162,0.05879067994912759,0.0,0.11010302698409889,0.07775766923300644,0.038093355287731175
163,0.004088564287803181,0.0,0.0,0.0,0.33578880779594505
164,0.0,0.33273132809884465,0.0,0.0,0.0
165,0.11126751346468232,0.0208166429781289,0.0716977990968822,0.0,0.06077026453975222
166,0.0,0.0,0.0,0.0,0.39642513924887995
167,0.0,0.0,0.0,0.0,0.4282609498318754
168,0.0,0.005898021665309036,0.0,0.0,0.37988822928845306
169,0.005994055936914634,0.08315709373823252,0.0563939039992939,0.00449460100614324,0.18093417977210294
170,0.0,0.3001358559620176,0.043301263801189246,0.0023191331221697332,0.009860064143854649
171,0.0,0.0,0.0,0.0,0.3943084634562196
172,0.016541735308855814,0.05873803236997552,0.1368182733807055,0.02811849587361103,0.0
173,0.008220354928299688,0.0,0.23604450171825478,0.08377012656694362,0.0
174,0.16498599743513803,0.0,0.06243439719790636,0.0,0.043118250990292775
175,0.0,0.0,0.0,0.0,0.3943084634562196
176,0.04271459643919144,0.20624712695349134,0.03571607367897988,0.0,0.01301724360300115
177,0.15192825929081685,0.0,0.023285471395318322,0.0,0.010870487550412103
178,0.03455979046003539,0.048459056525150764,0.0932586273313429,0.0,0.0
179,0.018619942648616928,0.02423661488701312,0.22504406174723343,0.0,0.0
180,0.11619403272851019,0.0,0.05509934037301611,0.12021677372740483,0.07412576951458086
181,0.10770595077927483,0.061084503708202696,0.0,0.06472659909959079,0.03489303557263208
182,0.0,0.0,0.018730123576545608,0.0,0.31499632859519894
183,0.11054455061974197,0.0,0.055238630309697064,0.062092724732231604,0.04939377944753572
184,0.0006424939766047045,0.29773576722513784,0.052755704927935264,0.0,0.024755344987721015
185,0.044080170303939695,0.12302911260884386,0.0,0.0,0.06924209529885501
186,0.0,0.19616109143481628,0.0,0.122672067813216,0.0
187,0.1847302345988091,0.026193618474336374,0.0,0.0008698616101773842,0.05746953022916038
188,0.18212609729181492,0.0,0.004886453755595508,0.0,0.03085041255666291
189,0.12983687635781574,0.0,0.04275362823409219,0.0,0.0864189920501989
190,0.06176566358838955,0.0,0.01624753635236156,0.042277974263392165,0.15999344789339912
191,0.025731943226674426,0.06345849881912004,0.15447313151297515,0.005079875214414575,0.031110165405155234
192,0.0,0.0,0.30565522282779944,0.0,0.0
193,0.03189029365346227,0.0,0.25558206188160937,0.0,0.05427657062322793
194,0.03084727735835778,0.008482601716901123,0.1950862942434133,0.0,0.0673834320932546
195,0.09781256496667551,0.0,0.15798240044331047,0.0,0.0
196,0.05824138546905524,0.08819992614548021,0.08606565501871245,0.030527452389488292,0.09148699902804278
197,0.0,0.0,0.23309448298720595,0.0,0.06808235259614447
198,0.03373838239712376,3.536718462217174e-05,0.1446205748827126,0.006862729371750548,0.050575267305306315
199,0.0,1.0580509691246657e-05,0.18714010582633034,0.1600621357061023,0.02635467986721704
200,0.04350476030306537,0.0,0.11716321013838453,0.0,0.18090273056644557
201,0.05810363665287368,0.0,0.15900323497722232,0.010825488297011287,0.09815563399481819
202,0.04014263382818762,0.0,0.20273217265916335,0.0298670309627444,0.1056522367401098
203,0.0,0.0,0.0,0.40188099242353587,0.000616399076083162
204,0.14980482769231815,0.0,0.07422058194867422,0.0,0.014688888726573458
205,0.04737611648835795,0.002486194560736887,0.2041657144917686,0.0,0.026325900810536627
206,0.04147033851652516,0.024725131559035572,0.13667177003311784,0.0,0.0
207,0.0,0.29681841192183717,0.0,0.039012838526359554,0.0
208,0.0,0.2758244271316507,0.0,0.12472693721538533,0.0
209,0.2164784640982559,0.0,0.0,0.0,0.0
210,0.022058298940460574,0.0024117579983089117,0.039321838311079375,0.08824400888937303,0.2036295541505971
211,0.017812350020449404,0.0,0.21871169832459425,0.0038075430552475757,0.0
212,0.008525263074841112,0.0,0.0,0.34084604024000315,0.008657812694692584
213,0.0,0.0,0.0,0.4223978753389146,0.0
214,0.1416579174296299,0.042868624362193235,0.0,0.0022170744772376546,0.10344520828781432
215,0.0386949438823854,0.0280018629453055,0.13488863356228162,0.004187870805709886,0.01027166990501259
216,0.11876109384046675,0.0,0.0,0.07653151086579509,0.011603943431381858
217,0.1212412170102108,0.004780889214360814,0.07062704332694601,0.0,0.0
218,0.11127811891778222,0.015600119195183624,0.0,0.004241263942070283,0.0730734190484176
219,0.0,0.09211336802387254,0.19807008564993564,0.061797543553069045,0.0
220,0.1833465667573357,0.0019104630437133917,0.0,0.0,0.022736510843621403
221,0.21874949422717782,0.0,0.0,0.0,0.0
222,0.059094939361014495,0.0697051835916834,0.0,0.1716689550765903,0.018448531805424873
223,0.030085773177901776,0.15054628762646818,0.037111881704351236,0.14560842167162205,0.0
224,0.011225228518416544,0.10370270171803816,0.0,0.21216238837678908,0.0
225,0.0,0.0,0.0,0.4183945160914252,0.00912366203126709
226,0.0,0.0014316374396871718,0.04540928719028064,0.3238541554177658,0.0
227,0.0,0.17032456252023317,0.0,0.1770914980834315,0.0
228,0.0,0.05154345265286887,0.0,0.313684262527742,0.0
229,0.01938879635597281,0.23339562381654913,0.0,0.1571085803985922,0.0
230,0.0,0.2839394026037453,0.0,0.16644645069209724,0.0
